Date,InterDayOpenChange,Open,High,Low,Close,Adj Close,Volume
7/31/16,-0.03,12.4397,12.5098,11.5472,11.8759,11.8759,25441400
8/1/16,-0.04,11.8948,12.0137,10.9416,10.9416,10.9416,23999500
8/2/16,-0.08,10.9485,11.1372,8.20098,8.78728,8.78728,88803296
8/3/16,-0.19,8.8768,10.418,8.8768,10.2939,10.2939,53979400
8/4/16,0.16,10.311,11.2912,10.1564,11.0428,11.0428,38151400
8/5/16,0.07,11.019,11.1764,10.7632,10.9254,10.9254,15487900
8/6/16,-0.01,10.9167,10.9376,10.2858,10.8811,10.8811,16712600
8/7/16,-0.01,10.8592,11.0896,10.78,10.9116,10.9116,16551000
8/8/16,0.01,10.9135,11.3288,10.859,11.2454,11.2454,14956700
8/9/16,0.03,11.2746,12.4546,11.2,12.2443,12.2443,36656600
8/10/16,0.08,12.2298,12.4578,11.9825,12.1432,12.1432,28096300
8/11/16,-0.01,12.1382,12.2724,11.6338,11.6909,11.6909,17505000
8/12/16,-0.04,11.6889,12.0416,11.6351,11.7785,11.7785,13690100
8/13/16,0.01,11.7704,11.7911,11.5118,11.5713,11.5713,7539490
8/14/16,-0.02,11.5833,11.6946,11.0991,11.1948,11.1948,8680160
8/15/16,-0.03,11.2017,11.3108,11.0001,11.2184,11.2184,7500840
8/16/16,0,11.2287,11.2373,11.0028,11.1397,11.1397,7051510
8/17/16,-0.01,11.1332,11.1548,10.7486,10.7528,10.7528,8833760
8/18/16,-0.03,10.7475,11.0091,10.7448,10.7561,10.7561,6935800
8/19/16,0,10.7463,10.8011,10.7279,10.7487,10.7487,5390850
8/20/16,0,10.7501,11.3007,10.7491,11.2474,11.2474,7443540
8/21/16,0.05,11.2533,11.2538,10.9939,11.1792,11.1792,4355660
8/22/16,-0.01,11.1851,11.3408,11.075,11.1209,11.1209,6588920
8/23/16,0,11.137,11.23,10.898,11.0306,11.0306,6489380
8/24/16,-0.01,11.0243,11.1546,11.0095,11.036,11.036,4423420
8/25/16,0,11.0313,11.3851,11.0168,11.3574,11.3574,8552380
8/26/16,0.03,11.3524,11.4454,11.2113,11.2954,11.2954,5857850
8/27/16,-0.01,11.294,11.294,11.1395,11.1482,11.1482,15108400
8/28/16,-0.01,11.147,11.147,10.92,10.9293,10.9293,5303040
8/29/16,-0.02,10.9151,11.1462,10.7898,10.9838,10.9838,8130540
8/30/16,0.01,10.9921,11.3036,10.9588,11.2289,11.2289,7221260
8/31/16,0.02,11.2386,11.6802,11.1839,11.6724,11.6724,11073700
9/1/16,0.04,11.6705,12.5815,11.6485,11.9949,11.9949,24051500
9/2/16,0.03,11.9642,12.3133,11.8824,12.113,12.113,9368300
9/3/16,0.01,12.1129,12.3636,11.3472,11.7587,11.7587,13358800
9/4/16,-0.03,11.7541,11.7936,11.4739,11.6799,11.6799,7220550
9/5/16,-0.01,11.6805,11.8066,11.594,11.717,11.717,5724100
9/6/16,0,11.7254,11.7284,11.4728,11.6891,11.6891,6346330
9/7/16,0,11.6945,11.7263,11.515,11.5479,11.5479,6115050
9/8/16,-0.01,11.5458,11.7014,11.2524,11.3459,11.3459,11535000
9/9/16,-0.01,11.4125,11.68,11.3869,11.6528,11.6528,6109200
9/10/16,0.02,11.6623,12.2151,11.5437,12.1685,12.1685,7220300
9/11/16,0.05,12.2079,12.2079,11.5897,11.6384,11.6384,8791180
9/12/16,-0.05,11.643,11.947,11.6136,11.8937,11.8937,7478080
9/13/16,0.02,11.8887,12.0856,11.8808,11.9187,11.9187,11704300
9/14/16,0,11.9046,11.9972,11.8559,11.9232,11.9232,5694820
9/15/16,0,11.9431,12.1354,11.9227,11.937,11.937,7309090
9/16/16,0,11.9596,12.7486,11.9029,12.5558,12.5558,17421500
9/17/16,0.05,12.5582,12.763,12.4424,12.6986,12.6986,7446610
9/18/16,0.01,12.6864,12.9873,12.1555,12.4312,12.4312,22433300
9/19/16,-0.02,12.436,13.189,12.4175,13.189,13.189,13838800
9/20/16,0.06,13.2139,14.4303,13.1198,14.4303,14.4303,31929100
9/21/16,0.09,14.4341,14.4341,13.1702,13.7685,13.7685,28645000
9/22/16,-0.05,13.665,13.665,12.4786,13.2476,13.2476,27382800
9/23/16,-0.03,13.208,13.4469,13.1016,13.3313,13.3313,9166430
9/24/16,0.01,13.3223,13.343,12.6817,12.8779,12.8779,9824880
9/25/16,-0.04,12.8525,13.1075,12.7975,13.1009,13.1009,5283440
9/26/16,0.02,13.1696,13.1696,12.7402,12.8231,12.8231,7213070
9/27/16,-0.02,12.8639,13.2114,12.8559,13.0983,13.0983,6831070
9/28/16,0.02,13.1074,13.4838,13.0813,13.2748,13.2748,10239000
9/29/16,0.01,13.2768,13.3361,13.0734,13.0734,13.0734,5990630
9/30/16,-0.02,13.076,13.3427,13.0245,13.2248,13.2248,5950840
10/1/16,0.01,13.2032,13.3091,13.0456,13.1727,13.1727,6331160
10/2/16,0,13.1802,13.2959,13.1431,13.1997,13.1997,4079660
10/3/16,0,13.203,13.4852,13.1872,13.4524,13.4524,7458320
10/4/16,0.02,13.4505,13.531,13.2115,13.277,13.277,8348280
10/5/16,-0.01,13.2834,13.3467,13.0357,13.0357,13.0357,9881370
10/6/16,-0.02,13.0263,13.1436,12.6868,12.8543,12.8543,12044800
10/7/16,-0.01,12.8516,12.9902,12.5347,12.6671,12.6671,8933050
10/8/16,-0.01,12.674,12.6869,12.0455,12.2191,12.2191,11611200
10/9/16,-0.04,12.2156,12.3571,11.9795,12.0537,12.0537,7208480
10/10/16,-0.01,12.0607,12.0622,11.624,11.7555,11.7555,10809200
10/11/16,-0.02,11.7624,12.1609,11.7513,11.7857,11.7857,11727700
10/12/16,0,11.7846,12.072,11.7072,11.9335,11.9335,9694640
10/13/16,0.01,11.9092,12.1312,11.7837,11.963,11.963,8665190
10/14/16,0.01,11.9891,12.074,11.8959,11.9382,11.9382,4333510
10/15/16,0,11.9361,11.9962,11.7768,11.9834,11.9834,4991840
10/16/16,0,11.9817,12.0097,11.9332,11.9516,11.9516,3617280
10/17/16,0,11.9556,12.0339,11.8613,12.005,12.005,5724440
10/18/16,0,11.9959,12.9278,11.9959,12.5885,12.5885,18864200
10/19/16,0.05,12.5926,12.6191,11.9085,12.0226,12.0226,10576200
10/20/16,-0.04,12.0463,12.2888,11.9972,12.099,12.099,8170760
10/21/16,0.01,12.1297,12.2054,12.0234,12.1754,12.1754,5676920
10/22/16,0,12.1804,12.1902,11.9541,12.0715,12.0715,7583820
10/23/16,0,12.1304,12.1431,11.9392,12.036,12.036,5774660
10/24/16,-0.01,12.0372,12.1007,11.9091,11.969,11.969,5739690
10/25/16,-0.01,11.9676,11.9934,11.1475,11.414,11.414,19316000
10/26/16,-0.05,11.3841,11.6625,11.3841,11.532,11.532,10221800
10/27/16,0.01,11.5312,11.6065,11.2635,11.4997,11.4997,13255400
10/28/16,0,11.4749,11.5784,10.9539,11.0851,11.0851,13971500
10/29/16,-0.03,11.1003,11.1985,9.56327,10.4446,10.4446,27070400
10/30/16,-0.06,10.4282,11.4537,10.2949,11.1828,11.1828,16694900
10/31/16,0.08,11.2296,11.4985,10.9352,10.9982,10.9982,13393900
11/1/16,-0.02,10.9578,11.1797,10.3041,10.7661,10.7661,22901300
11/2/16,-0.02,10.7735,11.1604,10.6925,10.7526,10.7526,11691700
11/3/16,0,10.7977,11.1075,10.7624,10.801,10.801,15228600
11/4/16,0,10.8175,11.1222,10.8175,11.0907,11.0907,9958040
11/5/16,0.03,11.0948,11.2366,10.8834,11.0025,11.0025,5502670
11/6/16,-0.01,10.9917,11.2454,10.852,10.8735,10.8735,5688710
11/7/16,-0.01,10.9037,10.9567,10.7843,10.8088,10.8088,5992480
11/8/16,0,10.8506,10.9243,10.7398,10.8337,10.8337,6258150
11/9/16,0,10.8199,10.8349,10.2229,10.6555,10.6555,14606600
11/10/16,-0.01,10.6747,10.6771,10.5133,10.5245,10.5245,4253980
11/11/16,-0.02,10.514,10.5727,10.257,10.2899,10.2899,6056300
11/12/16,-0.02,10.2924,10.3362,9.69731,9.87796,9.87796,10052500
11/13/16,-0.04,9.88765,10.4127,9.84176,10.1015,10.1015,8227770
11/14/16,0.02,10.0982,10.1571,9.95604,9.96648,9.96648,3573250
11/15/16,-0.01,9.97194,10.3219,9.85144,10.2175,10.2175,6557550
11/16/16,0.02,10.217,10.3266,9.93143,10.0591,10.0591,9533550
11/17/16,-0.02,10.0596,10.1902,9.92025,9.99118,9.99118,6984700
11/18/16,-0.01,9.98835,10.0061,9.47616,9.47616,9.47616,10816100
11/19/16,-0.05,9.48282,9.74582,9.48208,9.66276,9.66276,5186540
11/20/16,0.02,9.66121,9.71109,9.52017,9.57928,9.57928,5173420
11/21/16,-0.01,9.58016,9.63779,9.54169,9.62082,9.62082,3663210
11/22/16,0,9.62576,10.2388,9.5911,9.90572,9.90572,11284400
11/23/16,0.03,9.91977,9.95926,9.76379,9.84362,9.84362,4812310
11/24/16,-0.01,9.84603,9.8526,8.92861,9.23167,9.23167,15987800
11/25/16,-0.06,9.22853,9.75252,9.21123,9.40205,9.40205,7669720
11/26/16,0.02,9.41643,9.50103,9.31075,9.32811,9.32811,3505990
11/27/16,-0.01,9.31202,9.33352,8.7755,8.99847,8.99847,8707660
11/28/16,-0.03,8.99844,9.01168,8.72361,8.72482,8.72482,6046890
11/29/16,-0.03,8.7287,8.74443,7.87573,8.17412,8.17412,17000400
11/30/16,-0.07,8.15548,8.75113,8.15548,8.58754,8.58754,10626600
12/1/16,0.05,8.60162,8.64603,8.35906,8.4525,8.4525,5882340
12/2/16,-0.02,8.45557,8.45557,7.4178,7.75996,7.75996,18579800
12/3/16,-0.08,7.76633,8.15117,7.66824,7.92134,7.92134,12112100
12/4/16,0.02,7.90343,7.94777,7.44368,7.44368,7.44368,8450790
12/5/16,-0.06,7.41059,7.63886,6.6555,6.82166,6.82166,17344500
12/6/16,-0.08,6.8046,7.92268,5.97887,7.86893,7.86893,50671200
12/7/16,0.16,7.89483,8.54084,7.32844,8.38148,8.38148,22229600
12/8/16,0.06,8.3835,8.86133,8.23051,8.23051,8.23051,16042700
12/9/16,-0.03,8.16814,8.67409,8.05433,8.44601,8.44601,12916300
12/10/16,0.03,8.43837,8.52841,8.01677,8.12516,8.12516,8108370
12/11/16,-0.04,8.12641,8.26856,8.10299,8.19362,8.19362,5545500
12/12/16,0.01,8.19236,8.60633,8.16508,8.52221,8.52221,9119700
12/13/16,0.04,8.5204,8.53089,8.34572,8.42285,8.42285,4486190
12/14/16,-0.01,8.4515,8.51865,8.24887,8.26523,8.26523,7337220
12/15/16,-0.03,8.23533,8.23533,7.72241,7.82847,7.82847,13184400
12/16/16,-0.05,7.85904,7.93477,7.80447,7.85821,7.85821,5178610
12/17/16,0,7.85569,7.89911,7.52057,7.87659,7.87659,8502620
12/18/16,0,7.86052,7.93286,7.71948,7.86532,7.86532,5890020
12/19/16,0,7.86943,7.86943,7.62519,7.64382,7.64382,5894760
12/20/16,-0.03,7.63368,7.7459,7.5716,7.66004,7.66004,6313550
12/21/16,0,7.66366,7.9436,7.66286,7.9144,7.9144,9393550
12/22/16,0.03,7.89904,7.90586,7.50171,7.585,7.585,16376700
12/23/16,-0.04,7.57695,7.69174,7.16114,7.16615,7.16615,19613100
12/24/16,-0.06,7.15242,7.40543,7.15242,7.26577,7.26577,7626020
12/25/16,0.02,7.26485,7.34166,7.13886,7.17508,7.17508,8671840
12/26/16,-0.02,7.1321,7.33382,7.04751,7.27409,7.27409,5836810
12/27/16,0.02,7.27637,7.32258,7.09047,7.17082,7.17082,8778610
12/28/16,-0.02,7.14895,7.62406,7.08225,7.52011,7.52011,17453300
12/29/16,0.05,7.53913,8.52741,7.53913,8.28416,8.28416,27543800
12/30/16,0.1,8.28988,8.46609,8.05468,8.15998,8.15998,13909900
12/31/16,-0.02,8.15115,8.15856,7.90938,7.9691,7.9691,9066800
1/1/17,-0.02,7.98231,8.47123,7.98231,8.17257,8.17257,14731700
1/2/17,0.02,8.17087,8.43633,8.05441,8.37851,8.37851,14579600
1/3/17,0.02,8.37458,9.9968,8.31717,9.72525,9.72525,33625200
1/4/17,0.16,9.70929,11.2764,9.55981,11.2516,11.2516,41051200
1/5/17,0.16,11.2868,11.8909,9.40268,10.2544,10.2544,41557400
1/6/17,-0.09,10.2858,10.6292,9.62729,10.2547,10.2547,29471800
1/7/17,0,10.2409,10.2804,9.58585,9.86719,9.86719,23153600
1/8/17,-0.04,9.87258,10.3948,9.8289,10.2898,10.2898,16676600
1/9/17,0.04,10.3138,10.7838,10.1366,10.3256,10.3256,25718300
1/10/17,0.01,10.3695,10.6898,10.2898,10.5496,10.5496,10879700
1/11/17,0.02,10.5415,10.6639,9.4568,9.71776,9.71776,26823500
1/12/17,-0.08,9.72139,10.084,9.17558,9.86133,9.86133,30453800
1/13/17,0.01,9.82722,9.85382,9.51438,9.7695,9.7695,25066600
1/14/17,0,9.78645,9.89084,9.44398,9.64666,9.64666,20085800
1/15/17,0,9.8292,9.99962,9.59741,9.90426,9.90426,14837900
1/16/17,0.01,9.88353,9.92592,9.58357,9.6365,9.6365,14937400
1/17/17,-0.02,9.63962,10.6104,9.54462,10.3023,10.3023,18391900
1/18/17,0.07,10.2964,10.5168,9.93529,10.2278,10.2278,10788200
1/19/17,-0.01,10.2405,10.444,10.1789,10.3972,10.3972,8347550
1/20/17,0.01,10.3868,10.7627,10.3521,10.6006,10.6006,10992800
1/21/17,0.02,10.5955,10.9778,10.58,10.9092,10.9092,11937600
1/22/17,0.03,10.9101,10.9718,10.5763,10.7032,10.7032,8678620
1/23/17,-0.02,10.7099,10.8447,10.669,10.8208,10.8208,7267210
1/24/17,0,10.7279,10.7723,10.5713,10.6325,10.6325,8327330
1/25/17,-0.01,10.6185,10.6185,10.484,10.5705,10.5705,6751450
1/26/17,0,10.5672,10.6677,10.5135,10.5891,10.5891,8465020
1/27/17,0,10.5841,10.607,10.4423,10.5373,10.5373,7189170
1/28/17,0,10.5383,10.5832,10.4293,10.565,10.565,6580700
1/29/17,0,10.5617,10.5697,10.4517,10.484,10.484,4689950
1/30/17,-0.01,10.4938,10.714,10.4665,10.5712,10.5712,8042180
1/31/17,0.01,10.5642,10.7487,10.545,10.7275,10.7275,11648700
2/1/17,0.02,10.7413,10.8472,10.5566,10.7321,10.7321,12852200
2/2/17,0,10.7355,10.8881,10.5519,10.8214,10.8214,10172500
2/3/17,0.01,10.8125,11.1145,10.755,11.1145,11.1145,12897800
2/4/17,0.03,11.1287,11.5015,11.1287,11.4335,11.4335,14139500
2/5/17,0.03,11.4422,11.4861,11.3169,11.353,11.353,5942960
2/6/17,-0.01,11.3539,11.4754,11.3446,11.3894,11.3894,5695440
2/7/17,0.01,11.4253,11.6098,11.415,11.5153,11.5153,7629640
2/8/17,0.01,11.5402,11.6304,11.2434,11.4312,11.4312,9688630
2/9/17,-0.01,11.4359,11.598,10.6745,11.0322,11.0322,18400300
2/10/17,-0.03,11.045,11.3447,10.7812,11.2789,11.2789,11914200
2/11/17,0.02,11.2908,11.4318,11.2424,11.3495,11.3495,7544520
2/12/17,0.01,11.3533,11.4013,11.304,11.3992,11.3992,6264900
2/13/17,0,11.3836,11.3949,11.1741,11.2695,11.2695,7216520
2/14/17,-0.01,11.2864,13.3307,11.2864,13.0252,13.0252,42911500
2/15/17,0.16,13.0397,13.0397,12.6371,12.9197,12.9197,18464700
2/16/17,-0.01,12.921,12.921,12.5447,12.9037,12.9037,38002600
2/17/17,0,12.8985,12.9081,12.6646,12.6765,12.6765,11636500
2/18/17,-0.01,12.7084,12.8258,12.6788,12.8102,12.8102,9370010
2/19/17,0.01,12.8176,12.8733,12.7144,12.7585,12.7585,7799740
2/20/17,0,12.7652,12.8967,12.4301,12.4301,12.4301,12994400
2/21/17,-0.03,12.3422,12.7709,12.2101,12.6684,12.6684,15183300
2/22/17,0.03,12.6872,12.7625,12.5526,12.5997,12.5997,10360900
2/23/17,-0.01,12.5981,13.2078,12.5638,13.1194,13.1194,14522300
2/24/17,0.04,13.1343,13.2323,12.8828,13.0692,13.0692,19574400
2/25/17,-0.01,13.0638,13.7239,12.9807,13.5487,13.5487,18533900
2/26/17,0.03,13.5177,14.5431,13.3953,14.52,14.52,20307500
2/27/17,0.07,14.5058,15.6752,14.274,15.3965,15.3965,31667000
2/28/17,0.07,15.4507,16.059401,15.1233,15.8172,15.8172,65478900
3/1/17,0.03,15.8472,17.371099,15.5589,17.349701,17.349701,44927500
3/2/17,0.1,17.355301,19.353001,16.954,19.030199,19.030199,83627104
3/3/17,0.1,19.042801,20.6674,18.4112,19.459,19.459,95863400
3/4/17,0.02,19.517099,20.055,18.6189,18.6189,18.6189,27341900
3/5/17,-0.05,18.5028,19.423201,18.2323,19.302299,19.302299,26816300
3/6/17,0.04,19.282301,20.102301,19.114799,19.6057,19.6057,32432700
3/7/17,0.02,19.5791,19.6299,18.642599,18.888599,18.888599,37972200
3/8/17,-0.04,18.8825,18.8825,16.6513,16.6513,16.6513,44304600
3/9/17,-0.12,16.6401,17.872601,16.366501,17.7547,17.7547,31418400
3/10/17,0.07,17.7409,19.6588,17.677299,19.3323,19.3323,87506800
3/11/17,0.09,19.374599,21.5882,19.007,21.4725,21.4725,69150096
3/12/17,0.11,21.464899,23.4377,21.379499,23.4377,23.4377,74628896
3/13/17,0.1,23.5049,30.6038,23.5049,28.592899,28.592899,255488000
3/14/17,0.22,28.571899,29.932899,27.3153,28.6546,28.6546,101797000
3/15/17,0,28.6451,35.055901,28.433201,35.055901,35.055901,170344000
3/16/17,0.23,35.3573,47.1698,35.3573,46.345798,46.345798,454417984
3/17/17,0.3,45.929501,55.1147,38.207001,46.827999,46.827999,497534016
3/18/17,0.02,46.874199,46.874199,31.702101,34.160198,34.160198,262180000
3/19/17,-0.24,35.529701,46.995998,35.341599,44.740101,44.740101,239430000
3/20/17,0.26,44.833599,46.228901,42.444698,43.390202,43.390202,154700992
3/21/17,-0.03,43.5098,44.262299,42.370701,43.1451,43.1451,91265400
3/22/17,-0.01,43.122501,43.5187,39.687801,42.342098,42.342098,113952000
3/23/17,-0.01,42.565201,44.754799,41.302502,43.678398,43.678398,100724000
3/24/17,0.03,43.638,54.144798,43.2057,53.107498,53.107498,297046016
3/25/17,0.23,53.575901,53.575901,48.311699,51.25,51.25,223059008
3/26/17,-0.05,50.769901,51.802898,49.283901,50.521599,50.521599,106859000
3/27/17,0.01,51.312099,52.460899,48.929798,49.666901,49.666901,118978000
3/28/17,-0.03,49.7104,50.956299,49.1451,50.774899,50.774899,97745296
3/29/17,0.02,50.569302,53.868999,50.5485,53.126099,53.126099,144998000
3/30/17,0.05,53.1245,53.313999,51.866798,52.205799,52.205799,86885696
3/31/17,-0.03,51.7537,51.768299,47.380299,50.0373,50.0373,151416000
4/1/17,-0.03,50.033699,51.928299,48.875301,50.699501,50.699501,92461904
4/2/17,0.01,50.7384,51.274502,45.4258,48.748699,48.748699,134604000
4/3/17,-0.04,48.821201,48.821201,43.409698,44.3564,44.3564,190512992
4/4/17,-0.1,43.921799,45.739601,41.721802,44.641899,44.641899,157568000
4/5/17,0.02,44.661098,47.843399,44.538101,45.304001,45.304001,119733000
4/6/17,0.01,45.220501,45.641899,40.9011,43.2421,43.2421,147120000
4/7/17,-0.05,42.865101,44.037498,41.646,42.162601,42.162601,81474704
4/8/17,-0.02,41.798401,45.205299,41.730801,44.307098,44.307098,74138800
4/9/17,0.06,44.280399,44.490501,42.892799,43.266998,43.266998,55143000
4/10/17,-0.02,43.277599,44.135899,42.415401,43.4352,43.4352,44061500
4/11/17,0.01,43.5014,44.2528,43.299702,43.4072,43.4072,38303300
4/12/17,0,43.462799,47.231998,43.110001,46.2873,46.2873,88045696
4/13/17,0.07,46.3106,50.913799,46.3106,50.219398,50.219398,157200000
4/14/17,0.08,49.971401,50.050098,46.762501,47.5741,47.5741,91674400
4/15/17,-0.05,47.653702,49.57,47.1754,49.101501,49.101501,66207800
4/16/17,0.03,49.0378,49.143101,48.187302,48.718498,48.718498,31343800
4/17/17,-0.01,48.659698,48.745399,48.0518,48.3046,48.3046,44013300
4/18/17,-0.01,48.319,51.030201,48.2971,50.7075,50.7075,78748496
4/19/17,0.05,50.729,50.948002,47.260502,48.305302,48.305302,76281000
4/20/17,-0.05,48.132301,49.988998,48.132301,49.672199,49.672199,79600896
4/21/17,0.03,49.643299,49.661701,48.140301,48.2244,48.2244,45048300
4/22/17,-0.03,48.1824,48.7421,48.1731,48.553001,48.553001,37357600
4/23/17,0.01,48.592499,48.885601,48.168098,48.4893,48.4893,36234000
4/24/17,0.01,48.866699,50.1814,48.866699,50.031502,50.031502,55580600
4/25/17,0.02,50.0746,50.3036,49.8069,49.891201,49.891201,38264600
4/26/17,0,49.909401,53.436798,49.909401,52.720299,52.720299,104884000
4/27/17,0.06,52.805698,62.167702,52.288601,62.167702,62.167702,246775008
4/28/17,0.18,62.226898,70.846497,62.133202,70.159203,70.159203,346545984
4/29/17,0.15,71.389603,71.9049,66.7789,68.3769,68.3769,165448000
4/30/17,-0.04,68.540604,79.021202,68.347702,79.021202,79.021202,229944992
5/1/17,0.16,79.321602,82.523903,73.086601,76.296997,76.296997,376841984
5/2/17,-0.03,76.653397,79.353302,74.376801,77.263802,77.263802,193772992
5/3/17,0.01,77.253998,80.095299,75.763397,79.718201,79.718201,141922000
5/4/17,0.03,79.720398,97.561897,79.431099,96.9814,96.9814,366847008
5/5/17,0.21,96.734703,103.233002,92.220398,94.398499,94.398499,331928000
5/6/17,-0.02,94.912102,97.8759,90.950104,97.813499,97.813499,151462000
5/7/17,0.03,97.8694,98.239098,89.866402,94.007301,94.007301,183295008
5/8/17,-0.04,93.747002,95.136902,89.514603,91.420403,91.420403,231344000
5/9/17,-0.03,91.227997,93.056702,80.3899,91.162903,91.162903,363433984
5/10/17,0,91.1511,92.846901,85.286301,89.524902,89.524902,145602000
5/11/17,-0.02,89.770699,102.547997,88.475899,89.8797,89.8797,132722000
5/12/17,0,89.428596,93.1231,88.655403,88.655403,88.655403,145824992
5/13/17,-0.01,88.694397,93.812302,86.660202,90.835403,90.835403,88742200
5/14/17,0.02,90.871597,91.248299,89.606003,90.786499,90.786499,66046600
5/15/17,0,90.784103,95.430496,86.829201,92.414902,92.414902,170999008
5/16/17,0.02,92.387703,93.555099,89.117599,89.438004,89.438004,152284992
5/17/17,-0.03,89.250298,91.269203,84.43,89.860397,89.860397,183031008
5/18/17,0.01,89.840401,97.368599,89.840401,96.906303,96.906303,196236992
5/19/17,0.08,97.052803,133.561996,97.052803,129.526993,129.526993,626945024
5/20/17,0.33,129.222,133.641006,124.702003,126.521004,126.521004,331455008
5/21/17,-0.01,127.537003,159.026001,125.889,157.936996,157.936996,570361024
5/22/17,0.24,158.173004,201.746002,152.473999,174.261002,174.261002,1188909952
5/23/17,0.08,170.817993,183.548996,169.932007,181.951996,181.951996,530708992
5/24/17,0.07,182.649002,228.373993,182.447006,190.046005,190.046005,561014016
5/25/17,0.04,189.848999,210.983994,170.507004,174.445999,174.445999,943636992
5/26/17,-0.08,175.216995,193.688004,150.278,160.403,160.403,792457984
5/27/17,-0.09,159.817001,166.951996,120.443001,157.757996,157.757996,1217059968
5/28/17,-0.01,158.817001,179.934998,157.604004,170.511002,170.511002,717971008
5/29/17,0.07,170.134995,197.126007,164.529999,194.908997,194.908997,718828032
5/30/17,0.15,195.613007,233.710007,189.292999,231.910995,231.910995,1586669952
5/31/17,0.18,231.578003,236.964996,215.567993,230.669006,230.669006,1271600000
6/1/17,0,230.886002,236.220993,214.479996,222.238998,222.238998,812924032
6/2/17,-0.04,222.285995,229.410995,219.584,223.774994,223.774994,469532000
6/3/17,0.01,223.464005,225.973007,219.419006,224.376007,224.376007,427896000
6/4/17,0,224.117004,250.410004,223.981003,245.332001,245.332001,753820032
6/5/17,0.09,245.261993,249.468994,243.048996,248.464005,248.464005,435660000
6/6/17,0.01,248.598999,267.514008,246.839005,264.466003,264.466003,741553024
6/7/17,0.06,264.26001,264.674011,254.039993,258.071014,258.071014,461648992
6/8/17,-0.02,257.990997,262.252014,253.975006,261.665985,261.665985,385494016
6/9/17,0.01,261.748993,282.760986,261.748993,281.737,281.737,557985984
6/10/17,0.08,282.014008,350.260986,282.014008,337.667999,337.667999,1611629952
6/11/17,0.2,338.794006,353.010986,318.17099,340.609009,340.609009,1373219968
6/12/17,0.01,341.164001,414.756012,341.164001,401.48999,401.48999,2882650112
6/13/17,0.16,395.686005,411.178009,370.057007,397.536987,397.536987,1717379968
6/14/17,0,397.588989,399.324005,342.214996,359.053009,359.053009,1272579968
6/15/17,-0.1,358.506989,364.438995,300.700012,361.933014,361.933014,2463450112
6/16/17,0.01,361.182007,373.054993,341.416992,370.22699,370.22699,1096280064
6/17/17,0.02,369.882996,379.414001,364.002014,379.414001,379.414001,904652992
6/18/17,0.03,379.519012,390.580994,368.843994,371.458008,371.458008,904702976
6/19/17,-0.02,371.864014,377.11499,369.763,370.056,370.056,685171968
6/20/17,0,370.326996,377.968994,350.941986,359.005005,359.005005,1020390016
6/21/17,-0.03,359.540009,361.342987,319.479004,336.872009,336.872009,1420130048
6/22/17,-0.06,337.733002,342.027008,330.622009,336.371002,336.371002,925766976
6/23/17,0,336.484985,348.006012,334.98999,341.739014,341.739014,593206976
6/24/17,0.02,341.625,343.621002,322.087006,323.696014,323.696014,673585024
6/25/17,-0.05,323.466003,332.791992,284.645996,303.247986,303.247986,1186880000
6/26/17,-0.06,302.954987,311.458008,238.649002,272.691986,272.691986,2081810048
6/27/17,-0.1,272.691986,293.088013,227.136993,293.088013,293.088013,1973869952
6/28/17,0.07,293.041992,333.104004,276.414001,327.927002,327.927002,2056550016
6/29/17,0.12,328.365997,330.708008,297.372986,302.882996,302.882996,1508579968
6/30/17,-0.08,303.152008,315.171997,288.442993,294.915985,294.915985,1011800000
7/1/17,-0.03,293.352997,293.747986,268.617004,274.601013,274.601013,1089200000
7/2/17,-0.06,275.122986,295.509003,262.519989,287.987,287.987,1123330048
7/3/17,0.05,288.414001,291.104004,281.175995,282.89801,282.89801,851408000
7/4/17,-0.02,282.19101,287.388,273.110992,273.303009,273.303009,687691008
7/5/17,-0.03,273.098999,275.125,261.446991,268.773987,268.773987,790256000
7/6/17,-0.02,268.858002,278.476013,265.511993,270.549011,270.549011,623080000
7/7/17,0.01,270.350006,273.942993,244.173996,245.990997,245.990997,687251968
7/8/17,-0.09,245.889999,273.47699,236.550995,251.697006,251.697006,754958016
7/9/17,0.02,251.822006,255.104996,242.136993,242.136993,242.136993,505118016
7/10/17,-0.03,243.011002,243.070999,196.964996,215.356995,215.356995,937219008
7/11/17,-0.13,211.524994,220.291,183.391998,197.404007,197.404007,1440950016
7/12/17,-0.07,197.151993,230.774002,189.589005,230.774002,230.774002,1241190016
7/13/17,0.18,231.811996,231.811996,200.065002,209.733002,209.733002,828489024
7/14/17,-0.1,209.529007,211.100998,187.373993,199.662003,199.662003,749382016
7/15/17,-0.05,199.709,200.160995,170.654999,170.654999,170.654999,810451968
7/16/17,-0.15,169.574005,172.014008,133.723007,157.363007,157.363007,1516889984
7/17/17,-0.06,159.990997,194.753006,158.044006,193.423996,193.423996,1669500032
7/18/17,0.22,195.026993,267.985992,182.059006,234.391006,234.391006,2709260032
7/19/17,0.2,234.940994,245.651001,191.744995,199.703003,199.703003,2328790016
7/20/17,-0.13,205.421997,233.904007,203.216003,227.264999,227.264999,2224999936
7/21/17,0.1,226.061005,235.117996,213.009995,218.304993,218.304993,1006129984
7/22/17,-0.04,217.860001,232.695999,216.867996,229.475998,229.475998,618259968
7/23/17,0.05,229.123001,231.679993,217.722,225.951004,225.951004,649614976
7/24/17,-0.01,226.285004,227.537994,222.453003,224.710999,224.710999,431691008
